SRC	TRG
do not you want to put in another disc ? we have been listening to this one for two hours .	tu ne veux pas mettre un autre disque ? on ecoute celui la depuis deux heures .
you are the last person i expected to see here .	tu es la derniere personne que je m attendais a voir ici .
what do you do when you do not have time to eat lunch ?	que fais tu lorsque tu n as pas le temps de dejeuner ?
tom took another sip from his glass of beer .	tom but une autre gorgee de son verre de biere .
i am willing to help you if you want me to .	je suis pret a vous aider si vous voulez que je le fasse .
tom is the same age as i am , is not he ?	tom a le meme age que moi non ?
all you have to do is take advantage of this rare opportunity .	tout ce que vous devez faire c est tirer profit de cette occasion rare .
i think i have to go back on a diet after christmas .	je pense que je dois reprendre un regime apres noel .
the older we grow , the poorer our memory becomes .	plus on devient vieux plus notre memoire est defaillante .
i am going to my room , where i can study .	je vais retourner dans ma chambre la bas je peux etudier .
it will take some time , but i think i will be able to learn how to play the guitar .	ca prendra un peu de temps mais je pense que je serai capable d apprendre a jouer de la guitare .
the family had a hard time after the war .	la famille a connu des heures difficiles apres la guerre .
her office is on the other side of the street .	son bureau est de l autre cote de la rue .
i could not hear what was happening in the next room .	je ne pouvais pas entendre ce qui se passait dans la piece d a cote .
if you think you are someone , you stop becoming someone .	si vous pensez que vous etes quelqu un vous cessez de l etre .
what color is your underwear ? i am not wearing any .	 de quelle couleur sont tes sous vetements ? je n en porte pas . 
i did not think we would be able to get in .	je ne pensais pas que nous serions capables d y penetrer .
i am sorry for all the pain i caused you .	je suis desole pour toute la douleur que je vous ai causee .
i think this tie will go great with that shirt .	je pense que cette cravate ira a merveille avec cette chemise .
we can drive in japan when we are eighteen years old .	au japon on peut conduire lorsque l on atteint ans .
i am glad that i did not eat the food that made you sick .	je suis content de ne pas avoir mange la nourriture qui vous a rendu malade .
it is impossible for me to finish the work in an hour .	il m est impossible de terminer le travail en une heure .
any apartment will do as long as the rent is reasonable .	n importe quel appartement ira tant que le loyer est raisonnable .
you could have chosen an easier way to do that .	vous auriez pu choisir un moyen plus simple de le faire .
the children are building sand castles on the beach .	les enfants construisent des chateaux de sable a la plage .
what are some foods you usually eat with soy sauce ?	quels sont les aliments qu on mange habituellement avec de la sauce de soja ?
if you have pain in your chest , consult your doctor right away .	si tu as mal a la poitrine consulte tout de suite ton medecin .
tom dyed his hair the same color as mary s .	tom s est teint ses cheveux de la meme couleur que mary .
you are the only person who ever comes to visit me .	vous etes la seule personne a jamais me rendre visite .
the girl who works at the bakery is cute .	la fille qui travaille a la boulangerie est mignonne .
my wife s part time job brings in a little extra money .	le travail a temps partiel de ma femme ramene un peu d argent supplementaire .
participants in a seance try to contact the dead .	les participants a la seance tentent d entrer en contact avec les morts .
the teacher has a great influence on his pupils .	le professeur a une grande influence sur ses eleves .
our french teacher gives us a test every monday .	notre professeur de francais nous donne un controle chaque lundi .
you can be sure that the money you give them will be put to good use .	vous pouvez etre certain que l argent que vous verserez sera utilise a bon escient .
i never for a moment imagined we would not get home before the storm hit .	je n ai jamais imagine que nous n arriverions pas a la maison avant que la tempete ne frappe .
you should spend more time outside and less time inside .	tu devrais passer plus de temps dehors et moins de temps dedans .
the students were for the most part from the west coast .	les etudiants etaient pour la plupart originaires de la cote ouest .
i do not want to burden you with my troubles .	je ne veux pas vous accabler avec mes ennuis .
his salary is double what it was seven years ago .	son salaire est le double de ce qu il etait il y a sept ans .
a good question is already half of the answer .	une bonne question c est deja la moitie de la reponse .
a good team is a group of individuals who work together to achieve a common goal .	une bonne equipe est un groupe d individus qui travaillent ensemble a atteindre un objectif commun .
what would it cost to have this chair repaired ?	combien ca couterait de faire reparer cette chaise ?
there s no need to hurry . we have plenty of time .	il n est pas necessaire de se presser . nous disposons de plein de temps .
it will take some time to get used to living here .	ca prendra un peu de temps pour s habituer a vivre ici .
would you like to take a walk with me ?	ca te dirait de te promener avec moi ?
if you would followed my advice , you would not be in such a fix now .	si tu avais suivi mon conseil tu ne serais pas dans un tel petrin maintenant .
i make it a rule never to borrow money .	j ai erige en regle de ne jamais emprunter de l argent .
this shirt is too small for me to wear .	cette chemise est trop petite pour que je la porte .
the taxi driver refused to take us to that part of town .	le chauffeur de taxi a refuse de nous emmener dans cette partie de la ville .
if only i had a pretty dress like that !	si seulement j avais une jolie robe comme ca !
it is only when i cannot sleep at night that the ticking of the clock bothers me .	c est seulement quand je n arrive pas a dormir la nuit que le tic tac de l horloge me derange .
the problem is not what he said , but how he said it .	le probleme ne reside pas dans ce qu il a dit mais dans la maniere dont il l a dit .
they killed tom as an example to the other prisoners .	ils ont tue tom pour montrer l exemple aux autres prisonniers .
tom did the best he could , but he still was not able to pass the course .	tom fit de son mieux mais n etait toujours pas capable de valider la matiere .
i wish there were a better translation of this book .	j aimerais qu il y ait une meilleure traduction de ce livre .
i wonder if you would mind lending me your car for a couple of days .	je me demande si ca vous ennuierait de me preter votre voiture pour quelques jours .
you have got a lot of nerve bringing me here under false pretenses .	vous ne manquez pas d air de m attirer ici sous de faux pretextes .
once you walk through the gates , you will see the garden .	une fois avoir franchi le portail vous verrez le jardin .
i do not have to apologize for what i said .	je n ai pas a demander des excuses pour ce que j ai dit .
she has a bad habit of talking a long time on the phone .	elle a la mauvaise habitude de parler longtemps au telephone .
tom knew the truth , but he did not let anyone know that he knew it .	tom connaissait la verite mais il a fait en sorte que personne ne le sache .
if you do not want to come , you do not have to .	si tu ne veux pas venir tu n es pas obligee .
i came near being drowned , trying to rescue a boy .	je me suis presque noye en essayant de sauver un garcon .
we got up early so that we could see the sunrise .	nous nous levames tot pour voir le lever du soleil .
the boy caressed the girl s chin and kissed her cheek .	le garcon caressa le menton de la fille et embrassa sa joue .
it is up to you to see to it that such a thing does not happen .	il vous appartient de faire en sorte qu une telle chose n arrive pas .
hurry up . the train leaves in ten minutes . we do not want to miss it .	depechez vous . le train part dans quelques minutes . nous ne voulons pas le rater .
the prime minister fell into the danube and drowned .	le premier ministre est tombe dans le danube et s est noye .
tom takes a bath every day just before dinner .	tom prend un bain tous les jours juste avant le diner .
i do not want to hear another complaint about you .	je ne veux plus entendre de plaintes vous concernant .
it was not until yesterday that i knew the news .	je n ai pas eu connaissance des nouvelles jusqu a hier .
father comes home from work about nine in the evening .	mon pere rentre du travail vers neuf heures du soir .
he learned golf by watching others and following their example .	il a appris le golf en regardant les autres et en suivant leur exemple .
i want to go to the top of the eiffel tower .	je veux me rendre au haut de la tour eiffel .
that is the difference between a dog and a wolf ?	quelle est la difference entre un chien et un loup ?
as you can see , i have not done any cleaning in the house for some time .	comme vous pouvez voir je n ai pas procede au nettoyage de la maison depuis un certain temps .
she advised him to catch the first train in the morning .	elle lui conseilla de prendre le premier train du matin .
i do not understand a word of what tom is saying .	je ne comprends pas un mot de ce que dit tom .
he was my student . now he teaches my children .	il fut mon eleve . maintenant il enseigne a mes enfants .
i do not know for certain when he will arrive .	je ne sais pas avec certitude quand il arrivera .
i spent the whole day playing with my kids .	j ai passe toute la journee a jouer avec mes enfants .
i would like to introduce to you the gentleman i told you about the other day .	j aimerais vous presenter le gentleman dont je vous ai parle l autre jour .
there are plenty of fresh eggs on the table .	il y a plein d ufs frais sur la table .
all of us went to the theater to see a play .	nous sommes tous alles au theatre voir une piece .
daddy , let s make faces at each other and see who can keep from laughing the longest .	papa faisons nous des grimaces et on va voir qui peut se retenir de rire le plus longtemps .
i want to do that is best for both of us .	je veux faire ce qui est meilleur pour nous deux .
men differ from other animals in that they can think and speak .	les hommes different des autres animaux en cela qu ils peuvent penser et parler .
i want that more than i have ever wanted anything in my life .	je veux cela plus que jamais je n ai voulu quoi que ce soit dans ma vie .
what are the chances we will have a white christmas ?	quelles sont les chances que nous ayons un noel blanc ?
he is only a couple of years younger than me .	il n a que quelques annees de moins que moi .
perhaps you would like me to play a song for you . i would like that .	 vous aimeriez peut etre que je vous joue une chanson . j aimerais bien . 
i wish there were some cute guys in my class .	j aimerais qu il y ait de mignons garcons dans ma classe .
i do not know how i did it . that is important is that i did it .	j ignore comment je l ai fait . ce qui importe est que je l ai fait .
i was nine years old when i asked my mom if santa claus really existed .	j avais neuf ans lorsque je demandai a ma mere si le pere noel existait vraiment .
if you turn to the left , you will see a white building .	si vous tournez a gauche vous verrez un batiment blanc .
i saw a dirty dog coming into the garden .	j ai vu un chien crotte rentrer dans le jardin .
you promised not to be rude to me anymore .	vous m avez promis de ne plus etre brutal avec moi .
i want you to take back what you said just now .	je veux que tu retires ce que tu viens de dire .
you have to give up sports for a while .	tu dois arreter de faire du sport pendant quelque temps .
you have to work harder to make up for lost time .	tu dois redoubler d effort pour rattraper le temps perdu .
i am sorry that i have not written to you in such a long time .	je suis desole de ne pas t avoir ecrit pendant aussi longtemps .
he glanced at her and saw she was angry .	il lui jeta un regard et vit qu elle etait en colere .
i do not know if this is the right thing to do or not .	je ne sais pas si c est la bonne chose a faire ou non .
would you like a drink ? i have already got one .	 voulez vous un verre ? j en ai deja un . 
he makes a point of doing ten push ups before going to bed .	il met un point d honneur a faire dix pompes avant d aller se coucher .
you promised me that you would make something for us to eat .	tu m as promis que tu nous ferais quelque chose a manger .
i do not need to go to australia until next week .	je n ai pas besoin d aller en australie avant la semaine prochaine .
what on earth do you want six copies of the same book for ?	mais pourquoi donc voulez vous six exemplaires du meme livre ?
i dated a girl like that many years ago .	je suis sorti avec une fille comme ca il y a plusieurs annees .
my father is not as old as he looks .	mon pere n est pas aussi vieux qu il en a l air .
i waited for him at the station for an hour , but he did not show up .	je l ai attendu durant une heure a la gare mais il n est pas venu .
one of the main products of this country is coffee .	un des principaux produits de ce pays est le cafe .
you should really lay off that . it will ruin your health .	tu devrais vraiment laisser tomber ca . ca va ruiner ta sante .
i would love to be able to spend less time doing household chores .	j adorerais etre capable de passer moins de temps a faire des taches menageres .
people of my generation all think the same way about this .	tous les gens de ma generation pensent la meme chose a ce sujet .
you might be the only one here who can do that .	tu pourrais etre le seul ici a pouvoir faire ca .
a lot of people feel the same way you do .	beaucoup de gens ressentent la meme chose que toi .
sorry , but can you show me the way to the next village ?	excusez moi pouvez vous me montrer le chemin jusqu au prochain village ?
i would rather stay at home than go out in the rain .	je prefererais rester a la maison plutot que de sortir sous la pluie .
whether he agrees or not , we will not change our plans .	qu il soit d accord ou pas nous ne changerons pas nos plans .
i am not flexible enough to sit in the lotus position .	je ne suis pas assez souple pour m asseoir dans la position du lotus .
if you are a good boy , i will give you this watch .	si tu te montres un bon garcon je te donnerai cette montre .
before it gets out in the media , i would like to announce to all my fans that i am pregnant .	avant que cela n apparaisse dans les medias j aimerais annoncer a tous mes fans que je suis enceinte .
i would like to buy a house , but i cannot afford to .	j aimerais acheter une maison mais je n en ai pas les moyens .
i am afraid i cannot make myself understood in french .	j ai peur de ne pas pouvoir me faire comprendre en francais .
you cannot sleep more than hours a day .	tu ne peux pas dormir plus de heures par jour .
my sister is not a good cook , and neither am i .	ma s ur n est pas bonne cuisiniere et moi non plus .
you should not say that kind of thing when children are around .	tu ne devrais pas dire une telle chose lorsque les enfants sont dans les parages .
i have no wish to live in a large city .	je ne veux surtout pas vivre dans une grande ville .
i feel sort of dizzy and i feel like throwing up .	j ai comme la tete qui tourne et j ai la nausee .
if you do not study hard , you will continue to get poor scores .	si tu n etudies pas davantage tu continueras a obtenir de mauvaises notes .
everybody in the building headed for the exits at the same time .	tout le monde dans le batiment s est dirige vers les sorties en meme temps .
he made it known to his friends that he was unwilling to run for the election .	il fit savoir a ses amis qu il n avait pas l intention d etre candidat .
i wanted to go outside and get a breath of fresh air .	je voulais aller dehors et prendre un bol d air frais .
i am not willing to cook dinner for twenty people .	je n ai pas l intention de preparer a diner pour vingt personnes .
why are you acting like you do not know me ?	pourquoi agis tu comme si tu ne me connaissais pas ?
the expansion of the roman empire wiped out a great number of the original european languages .	l expansion de l empire romain a pour ainsi dire annihile une partie significative des langues europeennes originelles .
it is an intriguing theory , but i do not see how it can be tested .	c est une theorie interessante mais je ne vois pas comment elle peut etre testee .
the old man served the king for many years .	le vieil homme servit le roi durant de nombreuses annees .
i saw you out here by yourself and thought you might like someone to talk to .	je vous ai vu seul ici et j ai pense que vous aimeriez peut etre quelqu un a qui parler .
i think it is time for me to get a new pair of glasses .	je pense qu il est temps que je trouve une nouvelle paire de lunettes .
there are few legal constraints on the sale of firearms in the u . s .	il y a peu de contraintes legale concernant la vente d armes aux etats unis .
they said he was still weak from a recent sickness .	ils l ont dit encore faible suite a une recente maladie .
i miss you . i need to see you . could i come over ?	tu me manques . j ai besoin de te voir . puis je venir ?
tom thought that mary wanted him to kiss her , but he was not sure , so he did not .	tom pensait que mary voulait qu il l embrasse mais il n etait pas sur donc il ne l a pas fait .
if you and i could join forces , we would really get things done .	si vous et moi pouvions joindre nos forces nous pourrions vraiment faire avancer les choses .
the two countries will negotiate a settlement to the crisis .	les deux pays vont negocier un reglement a la crise .
i figured you would not want the teacher to know you had not done your homework yet .	j ai songe que tu n aurais pas voulu que le professeur sache que tu n avais pas encore fait tes devoirs .
tom managed to do everything he was supposed to do .	tom est arrive a faire tout ce qu il etait cense faire .
is it possible to determine the diameter from the circumference ?	est il possible d inferer le diametre a partir de la circonference ?
we need to burn all this stuff before the police get here .	il faut que nous brulions tout ca avant que la police n arrive .
after a year s practice , she plays the piano after a fashion .	apres un an de pratique elle joue du piano tant bien que mal .
all these books will be worth their weight in gold someday .	un jour tous ces livres vaudront leur pesant d or .
he has a large desk in his small room .	il a un grand bureau dans sa petite piece .
his record is a new world record in the meter dash .	son record est un nouveau record mondial du metres .
i sat behind a very tall person at the theater .	je me suis assis derriere une tres grande personne au theatre .
we are sorry to say that we cannot give you that information .	nous sommes desoles mais nous ne pouvons pas vous communiquer cette information .
could you remind me to call my academic advisor at p . m . tomorrow ?	pourriez vous me rappeler de telephoner a mon conseiller academique demain a heures ?
how much did you spend on christmas gifts this year ?	combien as tu depense en cadeaux de noel cette annee ?
you have no right to interfere in other people s affairs .	vous n avez aucun droit d intervenir dans les affaires des autres .
i broke a bone in my foot while exercising .	je me suis casse un os du pied en faisant de l exercice .
my mother tells me i have to go to bed by ten o clock on school nights .	ma mere me dit d aller me coucher a dix heures quand j ai ecole le lendemain .
please remove all of your clothes , except your underwear .	veuillez retirer tous vos vetements a l exception de vos sous vetements .
i want to know what you see right now .	je veux savoir ce que tu vois a l instant .
you cannot fix it in the amount of time you have left .	vous ne pouvez pas le reparer au cours de la somme de temps qui vous reste .
have you been told where the meeting will be ?	vous a t on dit ou la reunion se tiendra ?
does anyone in your close family have high blood pressure ?	est ce que quelqu un dans votre famille proche souffre d hypertension arterielle ?
never choose a vocation just because it looks easy .	ne choisissez jamais une vocation parce qu elle semble facile .
i thought i saw a rabbit on the road .	j avais l impression d avoir vu un lapin sur la route .
i bought the least expensive pair of shoes in the store .	j ai achete les chaussures les moins cheres du magasin .
i would like to sit in the non smoking section .	je voudrais etre assis dans le compartiment non fumeur s il vous plait .
if you were to hear him speak french , you would take him for a frenchman .	si tu l entendais parler francais tu le prendrais pour un francais .
we need to think about what will happen if we do not do that .	nous devons reflechir a ce qu il se passera si nous ne le faisons pas .
man has a great capacity to adapt to environmental changes .	l homme a d importantes dispositions pour s adapter aux changements environnementaux .
tom did not drink the milk mary poured for him .	tom n a pas bu le lait que marie a verse pour lui .
he fell asleep at the wheel and had an accident .	il s est endormi au volant et a eu un accident .
the plumber used many tools to fix our sink .	le plombier a utilise de nombreux outils pour reparer notre evier .
it is better not to say anything about her to him .	il est preferable de ne rien lui dire a propos d elle .
i did not know where tom was going , but i had a good idea where he might be going .	je ne savais pas ou allait tom mais j avais une bonne idee d ou il allait .
you have no idea how much that means to me .	vous n avez aucune idee de ce que ca signifie pour moi .
i wonder if you could get me another beer .	je me demandais si tu pouvais m apporter une autre biere .
do you think it is wise to wear your uniform today ?	penses tu qu il soit avise de porter ton uniforme aujourd hui ?
strictly speaking , she did not like it at all , but she did not say a thing .	elle ne l a a proprement parler pas du tout trouve bien mais elle n a rien dit .
you have no legal right to seize my property .	vous n avez pas le droit de saisir mes biens .
i live with my mother , brother and my grandparents .	je vis avec ma mere mon frere et mes grands parents .
it looks like i came at a bad time .	on dirait que je suis arrive au mauvais moment .
clerks with sticky fingers will not keep their jobs for long .	les employes aux doigts collants ne vont pas garder leurs emplois tres longtemps .
as soon as i can afford to buy a house , i will .	des que j ai les moyens d acquerir une maison je le ferai .
she helped her father with the work in the garden .	elle aida son pere a faire le travail dans le jardin .
how many times have i told you not to use that word ?	combien de fois t ai je dit de ne pas utiliser ce mot ?
the river is shallow here . we can walk across .	la riviere est peu profonde ici . on peut traverser a pied .
i often told you to do your duty , but you would not listen to me .	je t ai souvent dit de faire ton devoir mais tu ne m as pas ecoute .
the programmer is fixing a technical problem with the computer server .	le programmeur est en train de reparer un probleme technique avec le serveur .
i love her so much that i cannot leave her .	je l aime tant que je ne puis la quitter .
he stayed at home all day instead of going out .	il resta a la maison toute la journee au lieu de sortir .
this is only a symptom of a deeper problem .	ce n est que le symptome d un probleme plus profond .
i do not have a bicycle , let alone a car .	je n ai pas de velo encore moins de voiture .
tom does not think he will have the time to do that today .	tom ne pense pas qu il aura le temps de faire ca aujourd hui .
tom did not know when mary was planning to go to boston .	tom ne savait pas quand mary prevoyait d aller a boston .
i cannot tell you what an honor this is .	je ne peux pas vous dire quel honneur c est pour moi .
i know what it is like to be the new guy .	je sais ce que ca fait d etre le petit nouveau .
the traffic accident prevented me from catching the train .	l accident de la circulation m a empeche d attraper le train .
i told you not to tell that to anyone .	je t ai dit de ne raconter cela a personne .
tom only had a few visitors when he was in the hospital .	tom n a eu que quelques visiteurs lorsqu il etait a l hopital .
you still have not told me what your phone number is .	tu ne m as toujours pas dit quel est ton numero de telephone .
the bathtub was filled with hot water and flower petals .	la baignoire etait remplie d eau chaude et de petales de fleurs .
if he had not wasted time , he would be finished by now .	s il n avait pas perdu de temps il aurait termine a l heure qu il est .
of course you can trust me . have i ever given you a bum steer before ?	bien sur que vous pouvez vous fier a moi . vous ai je deja fourni un mauvais tuyau ?
i do not know whether i will be able to attend tomorrow s meeting .	j ignore si je serai en mesure d assister a la reunion de demain .
there was something i needed to get at the supermarket , but i forgot to pick it up .	il y avait quelque chose que je devais acheter au supermarche mais j ai oublie de le prendre .
you could count to ten when you were two .	quand tu avais deux ans tu pouvais compter jusqu a dix .
i want to give you some money to help you through these hard times .	je veux te donner de l argent pour t aider a traverser ces vicissitudes .
are you sure you do not want to come tonight ?	es tu sur de ne pas vouloir venir ce soir ?
please book me a room in a first class hotel .	s il vous plait reservez moi une chambre dans un hotel de premiere classe .
when i was in high school , i used to earn extra money babysitting .	quand j etais au lycee j avais l habitude de me faire de l argent de poche en gardant des enfants .
i would be glad to tell tom how to do that .	je serais content de dire a tom comment le faire .
my father was about to leave when the telephone rang .	mon pere etait sur le point de partir lorsque le telephone sonna .
i have heard that you can kill werewolves by shooting them with silver bullets .	j ai entendu que l on peut tuer les loups garous en leur tirant dessus avec des balles en argent .
i dunno if it is a bug or what , but this software does not work right .	j sais pas si c est un bug ou quoi mais ce logiciel ne marche pas correctement .
turn the christmas tree lights off when you leave the house .	eteignez les lumieres du sapin de noel lorsque vous quittez la maison .
he was smiling as if nothing had happened to him .	il souriait comme si rien ne lui etait arrive .
the fact that i said nothing made him angry .	le fait que je n ai rien dit l a mis en colere .
i suggest you do your job and let me do mine .	je suggere que vous fassiez votre boulot et me laissiez faire le mien .
could you put those bags in the car for me ?	pourriez vous mettre ces sacs dans la voiture pour moi ?
several parents in the room were bottle feeding their babies .	plusieurs parents dans la salle donnaient le biberon a leurs bebes .
if what you say is true , it follows that he has an alibi .	si ce que vous dites est vrai il s ensuit qu il a un alibi .
tom spends most of his spare time practicing the guitar .	tom passe la plupart de son temps libre a pratiquer la guitare .
i have always fed my dog the dog food that comes in the big green bag .	j ai toujours donne a manger a mon chien la nourriture canine qui se presente dans le grand sac vert .
the soldier refused to fire his rifle at the enemy .	le soldat a refuse de faire feu avec son fusil sur l ennemi .
my friend copied my homework and the teacher found out .	mon copain a copie mes devoirs et le prof s en est apercu .
did it ever occur to you that i might be busy this afternoon ?	t est il jamais venu a l esprit que je pourrais etre occupe cet apres midi ?
she fell in love with him the first time she met him .	elle est tombee amoureuse de lui la premiere fois qu elle l a rencontre .
if you alter the plan , you must inform the team members of the changes .	si tu modifies le plan tu dois informer les membres de l equipe des changements .
seen from the sky , the river looked like a huge snake .	vue depuis le ciel la riviere ressemblait a un enorme serpent .
it was at that very moment that the bomb went off .	c est a ce moment precis que la bombe s est desactivee .
he is worthy to be captain of our team .	il est digne d etre le capitaine de notre equipe .
i will be back in time for my mother s birthday .	je serai de retour a temps pour l anniversaire de ma mere .
not everything that you read on the internet is true .	tout ce que vous lisez sur internet n est pas vrai .
she claims that she knows nothing about him , but i do not believe her .	elle pretend qu elle ne sait rien de lui mais je ne la crois pas .
there s a scratch here . could you give me a discount ?	il y a une eraflure ici . pouvez vous m accorder un rabais ?
the doctor advised my father to give up smoking .	le medecin a conseille a mon pere d arreter de fumer .
i will have my sister pick you up at the station .	je vais vous faire chercher a la gare par ma s ur .
tom could not have opened the door without your help .	sans ton aide tom n aurait pas pu ouvrir la porte .
i do not need you to tell me how to do it .	je n ai pas besoin que tu me dises comment le faire .
did you pay somebody to write this for you ?	as tu paye quelqu un pour ecrire ca pour toi ?
she has twice as many books as he has .	elle possede deux fois plus de livres que lui .
let s all pitch in and get the work done .	mettons tous la main a la pate et faisons le travail .
i knew there was something fishy about that guy .	je savais que ce type avait quelque chose de louche .
with all your money , you should be able to buy just about anything you want .	avec tout ton argent tu devrais pouvoir te payer a peu pres tout ce que tu veux .
i would rather go to the mountains than to the beach .	je prefererais aller a la montagne plutot qu a la plage .
could you tell me how to get to the nearest station ?	pourriez vous me dire comment me rendre a la gare la plus proche ?
tom lives two houses down from mary . that is pretty close .	 tom vit deux maisons plus bas que marie . c est assez proche . 
they still have not found a buyer for that house .	ils n ont toujours pas trouve d acheteur pour cette maison .
i bought the novel on which the film is based .	j ai achete le roman d apres lequel le film fut adapte .
it is sometimes difficult to make yourself understood in public .	il est parfois difficile de se faire comprendre en public .
the show was very interesting . you should have seen it .	le spectacle etait vraiment interessant . tu aurais du venir le voir .
can i borrow your pen for a few minutes ?	je peux vous emprunter votre stylo pendant quelques minutes ?
when your resources are limited , you have to prioritize .	quand vos ressources sont limitees vous devez etablir des priorites .
laws differ from state to state in the united states .	les lois different d un etat a un autre aux etats unis .
tom asked mary whether she planned to swim or not .	tom a demande a mary si elle pensait aller nager ou non .
mother gets up earlier than anybody else in my family .	mere se leve plus tot qu aucun autre de ma famille .
let s spend less time arguing and more time working .	passons moins de temps a nous disputer et davantage a travailler .
i do not speak french , but i can understand it a bit .	je ne parle pas le francais mais j arrive a le comprendre un peu .
whenever you are in trouble or feeling down , i will be there for you .	qu importe le moment ou tu te trouves en difficulte ou abattu je serai la pour toi .
you know i cannot wait for you if you are late .	tu sais que je ne peux pas t attendre si tu es en retard .
has anyone ever told you that you snore when you sleep ?	quelqu un vous a t il deja dit que vous ronfliez en dormant ?
they put off their departure due to the heavy snow .	ils ont reporte leur depart a cause des fortes chutes de neige .
thank you for the time you spent with me during my visit to atlanta .	merci pour le temps que vous avez passe avec moi durant mon sejour a atlanta .
she held him tightly and never wanted to let go .	elle le tint fermement et ne voulut jamais lacher .
i want to see that is on the other side .	je veux voir ce qui se trouve de l autre cote .
if the saddle is too heavy , the mule will not move .	si la selle est trop lourde la mule ne bougera pas .
you should not despise a man just because he is poorly paid .	on ne devrait pas mepriser un homme juste parce qu il est mal paye .
who is in charge of the office while the boss is away ?	qui est responsable du bureau pendant que le patron est absent ?
he left the mexican capital to return to texas .	il a quitte la capitale mexicaine pour retourner au texas .
keeping a diary also gives us a chance to reflect on our daily life .	tenir un journal intime nous donne aussi une chance de reflechir sur notre vie quotidienne .
she had an unassuming air that put everyone at ease .	elle avait un air sans pretention qui mettait chacun a son aise .
i expect him to come along any day now .	je m attends a ce qu il nous accompagne n importe quel jour maintenant .
get off at the next stop and take a bus headed to the airport .	descends au prochain arret et prends un bus a destination de l aeroport .
i do not think she will be happy living with her mother in law .	je ne pense pas qu elle sera heureuse de vivre avec sa belle mere .
in the winter , i like to sled down the small hill close to our home .	en hiver j aime descendre en luge le monticule proche de notre maison .
tom thinks he is the only person in town who can play the bagpipes .	tom pense qu il est la seule personne dans la ville qui peut jouer de la cornemuse .
you are fired ! you have an hour to clean out your office .	tu es vire ! tu as une heure pour vider ton bureau .
her son is a mama s boy . he has to be with her all the time .	son fils est un fils a maman . il la suit partout .
she dog eared the page and set the book aside .	elle corna la page et mis le livre de cote .
how lucky we are to have had the opportunity to work with you !	quelle chance nous avons d avoir eu l occasion de travailler avec vous !
i hope you are not planning to do that today .	j espere que tu ne prevois pas de faire ca aujourd hui .
the chairperson has been associated with the organization for ten years .	le president est associe a l organisation depuis dix ans .
it is not fair to attribute your failure to your parents .	il n est pas juste de rejeter la faute de ses echecs sur ses parents .
the series of crimes were thought to have been committed by the same man .	on pensait que la serie de crimes avait ete commise par le meme homme .
i have been debating whether i should mention it or not .	je me demandais si je devais le dire ou pas .
i did not have time to do everything that needed to be done .	je n ai pas eu le temps de faire tout ce qui devait etre fait .
since he did not know what to say , he remained silent .	comme il ne savait pas quoi dire il resta silencieux .
that tower you see over there is the eiffel tower .	la tour que vous pouvez voir est la tour eiffel .
i think it is good for you to read this book .	je pense que c est bien pour toi que tu lises ce livre .
all things considered , she is a fairly good wife .	en prenant tout en consideration elle est une assez bonne epouse .
one of the names on the list was mine .	un des noms de la liste etait le mien .
i have to pull a ripcord to start my lawn mower .	je dois tirer sur une cordelette de demarrage pour lancer ma tondeuse .
we could not play outdoors because of the intense heat .	nous ne pouvions pas jouer dehors a cause de la chaleur intense .
we need to buy a new rug for this room .	nous avons besoin d acheter un nouveau tapis pour cette chambre .
just because something is possible does not make it a good idea .	ca n est pas parce que quelque chose est possible que cela en fait une bonne idee .
that accident is a very good example of what happens when you are not careful .	cet accident est un tres bon exemple de ce qui arrive si on n est pas prudent .
we have not had a price increase in the last five years .	nous n avons pas connu d augmentation de prix dans les cinq dernieres annees .
i know you see it , but are you really looking at it ?	je sais que tu le vois mais est ce que tu le regardes vraiment ?
i think it would be better if you did not sing .	je crois que ce serait mieux si tu ne chantais pas .
i may have met him somewhere before , but i cannot recall where .	je l ai peut etre deja rencontre quelque part mais je ne me souviens pas ou .
i was planning to call him , but changed my mind and did not .	j avais prevu de l appeler mais j ai change d avis et je ne l ai pas fait .
the population of new york is smaller than that of tokyo .	la population de new york est moins importante que celle de tokyo .
they supplied the soldiers with enough food and water .	ils ravitaillerent les soldats avec suffisamment de nourriture et d eau .
the rain prevented us from finishing our game of tennis .	la pluie nous a empechee de finir notre partie de tennis .
i still think about her from time to time .	je pense encore a elle de temps en temps .
hey man , take it easy . i am just messing with you .	he vieux le prends pas mal . je te taquine juste .
smartphones would have seemed like science fiction ten years ago .	les telephones intelligents auraient paru etre la science fiction il y a dix ans de ca .
does anyone here know how to operate this machine ?	est ce que quelqu un ici sait comment faire fonctionner cette machine ?
i know of him , but i do not know him personally .	j ai entendu parler de lui mais je ne le connais pas personnellement .
it is time to get started with the christmas shopping .	il est temps de commencer les achats de noel .
he was made to do it against his will .	il a ete force de le faire contre son gre .
i do not think that there is any better way to learn english than by living in america .	je ne pense pas qu il y ait de meilleure methode pour apprendre l anglais que de vivre aux etats unis .
i would rather stay at home than go to the movies tonight .	ce soir je prefere rester a la maison plutot que d aller au cinema .
you can stay here for a while if you want to .	tu peux rester ici un moment si tu veux .
i know it is not as easy as it looks .	je sais que ce n est pas aussi facile que ca en a l air .
i am sorry that i have not been able to be here for you .	je suis desole d avoir ete dans l incapacite d etre la pour vous .
i am looking for my shoes . have you seen them ?	je cherche mes godasses . tu les as vues ?
